TIME,GEO,PRODUCTONSOM,UNIT,TAXURRENCY,Value,Flag and Footnotes
2011S2,Slovenia,Electrical energy,Band IG : Consumption > 150 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,:
2011S2,Slovenia,Electrical energy,Band IG : Consumption > 150 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,:
2012S1,Slovenia,Electrical energy,Band IA : Consumption < 20 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.1315
2012S1,Slovenia,Electrical energy,Band IA : Consumption < 20 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.1438
2012S1,Slovenia,Electrical energy,Band IA : Consumption < 20 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.1726
2012S1,Slovenia,Electrical energy,Band IB : 20 MWh < Consumption < 500 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.1057
2012S1,Slovenia,Electrical energy,Band IB : 20 MWh < Consumption < 500 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.1129
2012S1,Slovenia,Electrical energy,Band IB : 20 MWh < Consumption < 500 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.1355
2012S1,Slovenia,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0872
2012S1,Slovenia,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0948
2012S1,Slovenia,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.1138
2012S1,Slovenia,Electrical energy,Band ID : 2 000 MWh < Consumption < 20 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0767
2012S1,Slovenia,Electrical energy,Band ID : 2 000 MWh < Consumption < 20 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0841
2012S1,Slovenia,Electrical energy,Band ID : 2 000 MWh < Consumption < 20 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.1010
2012S1,Slovenia,Electrical energy,Band IE : 20 000 MWh < Consumption < 70 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0708
2012S1,Slovenia,Electrical energy,Band IE : 20 000 MWh < Consumption < 70 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0775
2012S1,Slovenia,Electrical energy,Band IE : 20 000 MWh < Consumption < 70 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.0930
2012S1,Slovenia,Electrical energy,Band IF : 70 000 MWh < Consumption < 150 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0641
2012S1,Slovenia,Electrical energy,Band IF : 70 000 MWh < Consumption < 150 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0707
2012S1,Slovenia,Electrical energy,Band IF : 70 000 MWh < Consumption < 150 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.0849
2012S1,Slovenia,Electrical energy,Band IG : Consumption > 150 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,:
2012S1,Slovenia,Electrical energy,Band IG : Consumption > 150 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,:
2012S1,Slovenia,Electrical energy,Band IG : Consumption > 150 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,:
2012S2,Slovenia,Electrical energy,Band IA : Consumption < 20 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.1351
2012S2,Slovenia,Electrical energy,Band IA : Consumption < 20 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.1481
2012S2,Slovenia,Electrical energy,Band IA : Consumption < 20 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.1777
2012S2,Slovenia,Electrical energy,Band IB : 20 MWh < Consumption < 500 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.1059
2012S2,Slovenia,Electrical energy,Band IB : 20 MWh < Consumption < 500 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.1130
2012S2,Slovenia,Electrical energy,Band IB : 20 MWh < Consumption < 500 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.1356
2012S2,Slovenia,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0866
2012S2,Slovenia,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0941
2012S2,Slovenia,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.1129
2012S2,Slovenia,Electrical energy,Band ID : 2 000 MWh < Consumption < 20 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0770
2012S2,Slovenia,Electrical energy,Band ID : 2 000 MWh < Consumption < 20 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0845
2012S2,Slovenia,Electrical energy,Band ID : 2 000 MWh < Consumption < 20 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.1014
2012S2,Slovenia,Electrical energy,Band IE : 20 000 MWh < Consumption < 70 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0713
2012S2,Slovenia,Electrical energy,Band IE : 20 000 MWh < Consumption < 70 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0780
2012S2,Slovenia,Electrical energy,Band IE : 20 000 MWh < Consumption < 70 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.0937
2012S2,Slovenia,Electrical energy,Band IF : 70 000 MWh < Consumption < 150 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0635
2012S2,Slovenia,Electrical energy,Band IF : 70 000 MWh < Consumption < 150 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0702
2012S2,Slovenia,Electrical energy,Band IF : 70 000 MWh < Consumption < 150 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.0842
2012S2,Slovenia,Electrical energy,Band IG : Consumption > 150 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,:
2012S2,Slovenia,Electrical energy,Band IG : Consumption > 150 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,:
2012S2,Slovenia,Electrical energy,Band IG : Consumption > 150 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,:
2013S1,Slovenia,Electrical energy,Band IA : Consumption < 20 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.1258
2013S1,Slovenia,Electrical energy,Band IA : Consumption < 20 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.1503
2013S1,Slovenia,Electrical energy,Band IA : Consumption < 20 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.1803
2013S1,Slovenia,Electrical energy,Band IB : 20 MWh < Consumption < 500 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.1146
2013S1,Slovenia,Electrical energy,Band IB : 20 MWh < Consumption < 500 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.1266
2013S1,Slovenia,Electrical energy,Band IB : 20 MWh < Consumption < 500 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.1519
2013S1,Slovenia,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0838
2013S1,Slovenia,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0967
2013S1,Slovenia,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.1160
2013S1,Slovenia,Electrical energy,Band ID : 2 000 MWh < Consumption < 20 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0740
2013S1,Slovenia,Electrical energy,Band ID : 2 000 MWh < Consumption < 20 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0864
2013S1,Slovenia,Electrical energy,Band ID : 2 000 MWh < Consumption < 20 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.1037
2013S1,Slovenia,Electrical energy,Band IE : 20 000 MWh < Consumption < 70 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0663
2013S1,Slovenia,Electrical energy,Band IE : 20 000 MWh < Consumption < 70 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0771
2013S1,Slovenia,Electrical energy,Band IE : 20 000 MWh < Consumption < 70 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.0925
2013S1,Slovenia,Electrical energy,Band IF : 70 000 MWh < Consumption < 150 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0631
2013S1,Slovenia,Electrical energy,Band IF : 70 000 MWh < Consumption < 150 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0739
2013S1,Slovenia,Electrical energy,Band IF : 70 000 MWh < Consumption < 150 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.0887
2013S1,Slovenia,Electrical energy,Band IG : Consumption > 150 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,:
2013S1,Slovenia,Electrical energy,Band IG : Consumption > 150 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,:
2013S1,Slovenia,Electrical energy,Band IG : Consumption > 150 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,:
2013S2,Slovenia,Electrical energy,Band IA : Consumption < 20 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.1278
2013S2,Slovenia,Electrical energy,Band IA : Consumption < 20 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.1561
2013S2,Slovenia,Electrical energy,Band IA : Consumption < 20 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.1904
2013S2,Slovenia,Electrical energy,Band IB : 20 MWh < Consumption < 500 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.1014
2013S2,Slovenia,Electrical energy,Band IB : 20 MWh < Consumption < 500 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.1139
2013S2,Slovenia,Electrical energy,Band IB : 20 MWh < Consumption < 500 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.1390
2013S2,Slovenia,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0826
2013S2,Slovenia,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0945
2013S2,Slovenia,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.1153
2013S2,Slovenia,Electrical energy,Band ID : 2 000 MWh < Consumption < 20 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0736
2013S2,Slovenia,Electrical energy,Band ID : 2 000 MWh < Consumption < 20 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0842
2013S2,Slovenia,Electrical energy,Band ID : 2 000 MWh < Consumption < 20 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.1027
2013S2,Slovenia,Electrical energy,Band IE : 20 000 MWh < Consumption < 70 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0657
2013S2,Slovenia,Electrical energy,Band IE : 20 000 MWh < Consumption < 70 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0750
2013S2,Slovenia,Electrical energy,Band IE : 20 000 MWh < Consumption < 70 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.0915
2013S2,Slovenia,Electrical energy,Band IF : 70 000 MWh < Consumption < 150 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0623
2013S2,Slovenia,Electrical energy,Band IF : 70 000 MWh < Consumption < 150 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0715
2013S2,Slovenia,Electrical energy,Band IF : 70 000 MWh < Consumption < 150 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.0872
2013S2,Slovenia,Electrical energy,Band IG : Consumption > 150 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,:
2013S2,Slovenia,Electrical energy,Band IG : Consumption > 150 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,:
2013S2,Slovenia,Electrical energy,Band IG : Consumption > 150 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,:
2014S1,Slovenia,Electrical energy,Band IA : Consumption < 20 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.1223
2014S1,Slovenia,Electrical energy,Band IA : Consumption < 20 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.1511
2014S1,Slovenia,Electrical energy,Band IA : Consumption < 20 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.1844
2014S1,Slovenia,Electrical energy,Band IB : 20 MWh < Consumption < 500 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0942
2014S1,Slovenia,Electrical energy,Band IB : 20 MWh < Consumption < 500 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.1068
2014S1,Slovenia,Electrical energy,Band IB : 20 MWh < Consumption < 500 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.1303
2014S1,Slovenia,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0754
2014S1,Slovenia,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0866
2014S1,Slovenia,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.1056
2014S1,Slovenia,Electrical energy,Band ID : 2 000 MWh < Consumption < 20 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0672
2014S1,Slovenia,Electrical energy,Band ID : 2 000 MWh < Consumption < 20 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0764
2014S1,Slovenia,Electrical energy,Band ID : 2 000 MWh < Consumption < 20 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.0932
2014S1,Slovenia,Electrical energy,Band IE : 20 000 MWh < Consumption < 70 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0604
2014S1,Slovenia,Electrical energy,Band IE : 20 000 MWh < Consumption < 70 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0683
2014S1,Slovenia,Electrical energy,Band IE : 20 000 MWh < Consumption < 70 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.0834
2014S1,Slovenia,Electrical energy,Band IF : 70 000 MWh < Consumption < 150 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0588
2014S1,Slovenia,Electrical energy,Band IF : 70 000 MWh < Consumption < 150 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0665
2014S1,Slovenia,Electrical energy,Band IF : 70 000 MWh < Consumption < 150 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.0811
2014S1,Slovenia,Electrical energy,Band IG : Consumption > 150 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,:
2014S1,Slovenia,Electrical energy,Band IG : Consumption > 150 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,:
2014S1,Slovenia,Electrical energy,Band IG : Consumption > 150 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,:
2014S2,Slovenia,Electrical energy,Band IA : Consumption < 20 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.1191
2014S2,Slovenia,Electrical energy,Band IA : Consumption < 20 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.1471
2014S2,Slovenia,Electrical energy,Band IA : Consumption < 20 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.1795
2014S2,Slovenia,Electrical energy,Band IB : 20 MWh < Consumption < 500 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0928
2014S2,Slovenia,Electrical energy,Band IB : 20 MWh < Consumption < 500 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.1052
2014S2,Slovenia,Electrical energy,Band IB : 20 MWh < Consumption < 500 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.1283
2014S2,Slovenia,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0736
2014S2,Slovenia,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0847
2014S2,Slovenia,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.1033
2014S2,Slovenia,Electrical energy,Band ID : 2 000 MWh < Consumption < 20 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0663
2014S2,Slovenia,Electrical energy,Band ID : 2 000 MWh < Consumption < 20 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0755
2014S2,Slovenia,Electrical energy,Band ID : 2 000 MWh < Consumption < 20 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.0921
2014S2,Slovenia,Electrical energy,Band IE : 20 000 MWh < Consumption < 70 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0605
2014S2,Slovenia,Electrical energy,Band IE : 20 000 MWh < Consumption < 70 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0685
2014S2,Slovenia,Electrical energy,Band IE : 20 000 MWh < Consumption < 70 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.0836
2014S2,Slovenia,Electrical energy,Band IF : 70 000 MWh < Consumption < 150 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0586
2014S2,Slovenia,Electrical energy,Band IF : 70 000 MWh < Consumption < 150 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0663
2014S2,Slovenia,Electrical energy,Band IF : 70 000 MWh < Consumption < 150 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.0808
2014S2,Slovenia,Electrical energy,Band IG : Consumption > 150 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,:
2014S2,Slovenia,Electrical energy,Band IG : Consumption > 150 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,:
2014S2,Slovenia,Electrical energy,Band IG : Consumption > 150 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,:
2015S1,Slovenia,Electrical energy,Band IA : Consumption < 20 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.1160
2015S1,Slovenia,Electrical energy,Band IA : Consumption < 20 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.1440
2015S1,Slovenia,Electrical energy,Band IA : Consumption < 20 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.1757
2015S1,Slovenia,Electrical energy,Band IB : 20 MWh < Consumption < 500 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0907
2015S1,Slovenia,Electrical energy,Band IB : 20 MWh < Consumption < 500 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.1035
2015S1,Slovenia,Electrical energy,Band IB : 20 MWh < Consumption < 500 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.1262
2015S1,Slovenia,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0714
2015S1,Slovenia,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0827
2015S1,Slovenia,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.1009
2015S1,Slovenia,Electrical energy,Band ID : 2 000 MWh < Consumption < 20 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0630
2015S1,Slovenia,Electrical energy,Band ID : 2 000 MWh < Consumption < 20 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0723
2015S1,Slovenia,Electrical energy,Band ID : 2 000 MWh < Consumption < 20 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.0882
2015S1,Slovenia,Electrical energy,Band IE : 20 000 MWh < Consumption < 70 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0563
2015S1,Slovenia,Electrical energy,Band IE : 20 000 MWh < Consumption < 70 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0640
2015S1,Slovenia,Electrical energy,Band IE : 20 000 MWh < Consumption < 70 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.0780
2015S1,Slovenia,Electrical energy,Band IF : 70 000 MWh < Consumption < 150 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0557
2015S1,Slovenia,Electrical energy,Band IF : 70 000 MWh < Consumption < 150 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0635
2015S1,Slovenia,Electrical energy,Band IF : 70 000 MWh < Consumption < 150 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.0775
2015S1,Slovenia,Electrical energy,Band IG : Consumption > 150 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,:
2015S1,Slovenia,Electrical energy,Band IG : Consumption > 150 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,:
2015S1,Slovenia,Electrical energy,Band IG : Consumption > 150 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,:
2015S2,Slovenia,Electrical energy,Band IA : Consumption < 20 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.1116
2015S2,Slovenia,Electrical energy,Band IA : Consumption < 20 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.1436
2015S2,Slovenia,Electrical energy,Band IA : Consumption < 20 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.1752
2015S2,Slovenia,Electrical energy,Band IB : 20 MWh < Consumption < 500 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0895
2015S2,Slovenia,Electrical energy,Band IB : 20 MWh < Consumption < 500 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.1065
2015S2,Slovenia,Electrical energy,Band IB : 20 MWh < Consumption < 500 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.1299
2015S2,Slovenia,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0711
2015S2,Slovenia,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0870
2015S2,Slovenia,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.1061
2015S2,Slovenia,Electrical energy,Band ID : 2 000 MWh < Consumption < 20 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0631
2015S2,Slovenia,Electrical energy,Band ID : 2 000 MWh < Consumption < 20 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0753
2015S2,Slovenia,Electrical energy,Band ID : 2 000 MWh < Consumption < 20 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.0919
2015S2,Slovenia,Electrical energy,Band IE : 20 000 MWh < Consumption < 70 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0568
2015S2,Slovenia,Electrical energy,Band IE : 20 000 MWh < Consumption < 70 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0662
2015S2,Slovenia,Electrical energy,Band IE : 20 000 MWh < Consumption < 70 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.0808
2015S2,Slovenia,Electrical energy,Band IF : 70 000 MWh < Consumption < 150 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0562
2015S2,Slovenia,Electrical energy,Band IF : 70 000 MWh < Consumption < 150 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0624
2015S2,Slovenia,Electrical energy,Band IF : 70 000 MWh < Consumption < 150 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.0761
2015S2,Slovenia,Electrical energy,Band IG : Consumption > 150 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,:
2015S2,Slovenia,Electrical energy,Band IG : Consumption > 150 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,:
2015S2,Slovenia,Electrical energy,Band IG : Consumption > 150 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,:
2016S1,Slovenia,Electrical energy,Band IA : Consumption < 20 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.1045
2016S1,Slovenia,Electrical energy,Band IA : Consumption < 20 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.1378
2016S1,Slovenia,Electrical energy,Band IA : Consumption < 20 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.1681
2016S1,Slovenia,Electrical energy,Band IB : 20 MWh < Consumption < 500 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0871
2016S1,Slovenia,Electrical energy,Band IB : 20 MWh < Consumption < 500 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.1047
2016S1,Slovenia,Electrical energy,Band IB : 20 MWh < Consumption < 500 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.1277
2016S1,Slovenia,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0678
2016S1,Slovenia,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0847
2016S1,Slovenia,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.1033
2016S1,Slovenia,Electrical energy,Band ID : 2 000 MWh < Consumption < 20 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0594
2016S1,Slovenia,Electrical energy,Band ID : 2 000 MWh < Consumption < 20 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0712
2016S1,Slovenia,Electrical energy,Band ID : 2 000 MWh < Consumption < 20 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.0868
2016S1,Slovenia,Electrical energy,Band IE : 20 000 MWh < Consumption < 70 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0528
2016S1,Slovenia,Electrical energy,Band IE : 20 000 MWh < Consumption < 70 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0617
2016S1,Slovenia,Electrical energy,Band IE : 20 000 MWh < Consumption < 70 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.0753
2016S1,Slovenia,Electrical energy,Band IF : 70 000 MWh < Consumption < 150 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0514
2016S1,Slovenia,Electrical energy,Band IF : 70 000 MWh < Consumption < 150 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0567
